,MetadataField,Metadata
0,NSGL Document #:,MASGC-R-10-001
1,Sea Grant Program/Affiliate:,Mississippi Alabama Sea Grant
2,Title:,Will California law apply to Hubbs-SeaWorld Reseach Institute's Offshore Aquaculture Demonstration Project? An analysis of the extraterritoria​l application of state aquaculture laws
3,Author:,"Showalter, Stephanie"
4,Publication Year :,2010
5,Source Citation:,"""West-Northwest Journal of Environmental Law and Policy,"" 16(1):223-238, Winter 2010."
6,# Pages / Video Length:,15
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,MASGP-10-016
9,Project #:,O-1
