,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-84-056
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Lophotoxin irreversibly inactivates the nicotinic acetylcholine receptor by preferential association at one of the two primary agonist sites
3,Author:,"Culver, Paul"
4,,"Fenical, William"
5,,"Taylor, Palmer"
6,Publication Year :,1984
7,Source Citation:,"""The Journal of Biological Chemistry,"" 259(6):3763-​3770, March 25, 1984."
8,Publication Type:,reprints (peer-reviewed)
9,Abstract:,"Lophotoxin has been isolated and purified from various species of coral of the genus ""Lophogorgia"". Its diterpenoid structure makes it unique among neuromuscular blocking agents since it does not carry a positive charge. Studies in isolated neuromuscular preparations have revealed a postsynaptic site of action that is not reversed with prolonged washing. In this study we have examined lophotoxin antagonism of the nicotinic receptors in BC3H-1 cells in order to (1) delineate further its site of action and (2) ascertain its utility in studying the coupling between ligand occupation and response."
