,MetadataField,Metadata
0,NSGL Document #:,CASG-G-11-006
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Probing the medical potential of microbial marine life
3,Author:,"Jensen, Paul"
4,,"Moore, Bradley"
5,,"Johnson, Christina S."
6,Publication Year :,2011
7,# Pages / Video Length:,2
8,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
9,Project #:,C/P-1
10,Abstract:,The purpose of this project was to explore the biomedical potential of a group of marine bacteria closely related to the medically prolific group of soil bacteria known as actinomycetes.
