,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-06-007
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Strengthening sea grant extension collaborations for integrating science in coastal management
3,Author:,"Johnson, Leigh Taylor"
4,,"Rappa, Peter"
5,,"Murray, Thomas"
6,,"Klepinger, Michael"
7,Publication Year :,2006
8,Source Citation:,"""TCS 20: Charting a New Course: Shaping Solutions for the Coast,"" The Coastal Society's 20th International Conference, pg. 48, St. Pete Beach, Florida, May 14-17, 2006."
9,# Pages / Video Length:,1
10,Publication Type:,reprints (not peer-reviewed)
11,Abstract:,"Sea Grant Extension Programs provide scientific information to promote solutions to coastal, ocean and lake management issues concerning the United States' coasts of the Pacific and Atlantic Oceans, the Gulf of Mexico, the Great Lakes and Lake Champlain. A university-​affiliated network, the programs have achieved success through maintaining a neutral and nonadvocate approach to integrating science into coastal management decisions. Through their research and education outreach components they address water quality, watershed, invasive species, smart growth and other coastal management issues with personnel trained in ecological, economic, resource management and policy sciences. The presenters will provide brief examples from the extension programs of Hawaii, California, Michigan and Virginia. Following these, the audience will be engaged in a structured discussion to explore ways of: fostering information exchange; developing regional and national teams to strengthen coastal management research; and facilitating dissemination of research results to policy makers and stakeholders."
