,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-92-032
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Hormonal control of sulfate uptake by branchial cartilage of coho salmon: role of IGF-I
3,Author:,"McCormick, Stephen D."
4,,"Tsai, Peter I."
5,,"Kelley, Kevin M."
6,,"Nishioka, Richard S."
7,,"Bern, Howard A."
8,Publication Year :,1992
9,Source Citation:,"""The Journal of Experimental Zoology,"" 262:166-171, 1992."
10,# Pages / Video Length:,6
11,Publication Type:,reprints (peer-reviewed)
12,Project #:,R/F-117
13,Abstract:,"From the observations that growth hormone (GH) promotes sulfate uptake in cartilage in-vivo but not in-vitro, and that GH injection increases the capacity of plasma to increase sulfate uptake in vitro, a mediator of the growth-​promoting action of growth hormone was hypothesized. Subsequent research has demonstrated that the most important of these somatomedins is insulin-like growth factor I (IGF-I), an endocrine and paracrine factor that is produced in the liver and a variety of other tissues. Recent studies have also suggested that somatomedins may be important in the regulation of fish growth. This study investigates the endocrine factors regulating in-vitro sulfate uptake in a salmonid teleost."
