,MetadataField,Metadata
0,NSGL Document #:,CUIMR-G-98-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Make every day a clean boating day: here's what you can do! (poster)
3,Author:,California Sea Grant
4,Publication Year :,1998
5,# Pages / Video Length:,poster
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Project #:,A/EA-1
8,URL:,http://nsgl.gso​.uri.edu/cuimr/​cuimrg98002.gif​
9,Abstract:,"This ""Clean Boating Day"" poster is a catchy reminder to boat owners about the environment aspects of painting and sanding, hull maintenance, and the proper disposal of fuel, oil, sewage, and garbage."
