,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-99-011
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Silicon biotechnology: harnessing biological silica production to construct new materials
3,Author:,"Morse, Daniel E"
4,Publication Year :,1999
5,Source Citation:,"""TIBTECH,"" 17:230-232, June 1999."
6,# Pages / Video Length:,3
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/MP-65
9,Abstract:,"Silicon, the basis of semiconductors and many advanced materials, is an essential element for higher plants and animals, yet its biology is poorly understood. Many invertebrates produce exquisitely controlled silica structures with a nanoscale precision exceeding present human ability. Biotechnology is starting to reveal the proteins, genes and molecular mechanisms that control this synthesis in marine organisms that produce large amounts of silica. Discovering the mechanisms governing biosilicificati​on offers the prospect of developing environmentally benign routes to synthesize new silicon-based materials and to resolved the biological use of silicon in higher organisms."
