,MetadataField,Metadata
0,NSGL Document #:,NSGLC-G-16-007
1,Sea Grant Program/Affiliate:,National Sea Grant Law Center
2,Title:,Domoic Acid Issue in California
3,Author:,"Otts, Stephanie"
4,Publication Year :,2016
5,# Pages / Video Length:,6
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Program Report #:,NSGLC-16-04-05
8,Project #:,M/Law
9,Abstract:,Memorandum of law discussing legal and policy questions related to fishery closures along the West Coast triggered by elevated levels of domoic acid in crab samples during the 2015-2016 fishing season.
