,MetadataField,Metadata
0,NSGL Document #:,MASGC-R-98-030
1,Sea Grant Program/Affiliate:,Mississippi Alabama Sea Grant
2,Title:,The recent WTO decision on sea turtles and its impact on international environmental law
3,Author:,"McLaughlin, Richard J."
4,Publication Year :,1998
5,Source Citation:,"""Emerging Issues in National Ocean and Coastal Policy,"" Berkeley, California, October 31-November 1, 1998."
6,# Pages / Video Length:,5
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,MASGP-98-027
9,Project #:,R/SL-4
