,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-02-024
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Inheritance of microsatellite loci in the white sturgeon (""Acipenser transmontanus"")"
3,Author:,"Rodzen, Jeff A."
4,,"May, Bernie"
5,Publication Year :,2002
6,Source Citation:,"""Genome,"" 45:1064-1076, 2002."
7,# Pages / Video Length:,13
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/A-109
10,Abstract:,"In this study, scientists describe the inheritance patterns for nine newly developed white sturgeon ""Acipenser transmontanus"" microsatellite systems and make recommendations for their use in population and evolutionary genetics studies."
