,MetadataField,Metadata
0,NSGL Document #:,CASG-R-09-030
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Seabirds and climate in the California current-a synthesis of change
3,Author:,"Sydeman, William J."
4,,"Mills, Kyra L."
5,,"Santora, Jarrod A."
6,,"Thompson, Sarah Ann"
7,,"Bertram, Douglas F."
8,,"Morgan, Ken H."
9,,"Wells, Brian K."
10,,"Hipfner, J. Mark"
11,,"Wolf, Shaye G."
12,Publication Year :,2009
13,Source Citation:,"""California Cooperative Oceanic Fisheries Investigations Report,"" 50:82-104, December 2009."
14,# Pages / Video Length:,23
15,Publication Type:,reprints (peer-reviewed)
16,Project #:,OPC-ENV-07
17,Abstract:,"We investigated changes in ocean climate and ecosystems by reviewing select case histories for seabirds in the California Current ecosystem (CCE) and the transition zone between the CCE and the Gulf of Alaska using data from the early 1970s to the present. We used information spanning the entire CCE, from the south (California Cooperative Oceanic Fisheries Investigation [CalCOFI]) to the north (Ocean Station Papa/Line P surveys) and colonies sites, to make this assessment. Seabird timing of breeding, productivity, and abundance at sea have changed in ways consistent with predictions under an ocean-warming scenario, but we cannot dismiss the hypothesis that low-frequency variability explains some of these patterns. In contrast, recent reproductive failures of auklets and other species cannot be explained by El Nino-Southern Oscillation (ENSO) or low-frequency variability. Declining trends in the productivity of murre and auklet ""trophic chains,"" including the relative abundance of mesozooplankton (krill) and forage fish (juvenile Sebastes) cannot be explained by low- or high- (ENSO-scale) frequency climate variability. Changes in relative abundance at sea in the CalCOFI and Line P study areas, however, could be related to change points related to regime shifts in the North Pacific Ocean. Contrasting trends in life history (timing), demographic (productivity), and population (density) patterns by species highlight the need to consider spatial ecology and habitat quality (food web attributes) in order to develop a deeper understanding of how climate change-​ecosystem change is affecting seabirds in the CCE and adjacent North Pacific regions."
