,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-74-027
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"GAFFKEMIA IN THE CALIFORNIA SPINY LOBSTER, ""PANULIRUS INTERRUPTUS"": INFECTION AND IMMUNIZATION"
3,Author:,"SCHAPIRO, HARRIETTE C"
4,,"MATHEWSON, JAMES H"
5,,"STEENBERGEN, JAMES F"
6,,"KELLOGG, SCOTT"
7,,"INGRAM, CAMELLA"
8,,"NIERENGARTEN, GREGORY"
9,,"RABIN, HARVEY"
10,Publication Year :,1974
11,Source Citation:,"AQUACULTURE, 03( ):0403-0408, 1974"
12,Publication Type:,reprints (peer-reviewed)
13,Project #:,R/FA-7
