,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-88-022
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Solenolides, new antiinflammator​y and antiviral diterpenoids from a marine octocoral of the genus ""Solenopodium"""
3,Author:,"Groweiss, Amiram"
4,,"Look, Sally A."
5,,"Fenical, William"
6,Publication Year :,1988
7,Source Citation:,"""Journal of Organic Chemistry,"" 53(11):2401-​2406, 1988."
8,Publication Type:,reprints (peer-reviewed)
9,Abstract:,"Six new diterpenoid lactones, solenolides A-F, have been isolated from a new species of Indopacific gorgonian of the genus ""Solenopodium"". The solenolides are modifications of the well-known briarein class of marine metabolites, and several possess potent antiinflammator​y and antiviral properties."
