,MetadataField,Metadata
0,NSGL Document #:,CASG-WR-08-040
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Length based population dynamics analysis of mako sharks on the west coast of North America
3,Author:,"Kacev, David"
4,,"Lewison, Rebecca"
5,,"Kohin, Suzanne"
6,,"Bohonak, Andrew J."
7,,"Vetter, Russ"
8,,Botsford
9,Publication Year :,2008
10,Source Citation:,"""Joint Meeting of Ichthyologists and Herpetologists,​"" Montreal, Canada, July 23-28, 2008."
11,# Pages / Video Length:,1
12,Publication Type:,reprints (not peer-reviewed)
13,Project #:,E/PD-4
14,Abstract:,In this project I plan to construct a length-based population model for mako sharks off the coast of California and Baja California. I intend to determine the number of breeding stocks and the degree of admixture using microsatellite analysis and will conduct a stock assessment(s) on the mako shark population(s). A length-based matrix model will also be built to determine the dynamics of the population. Elasticity analysis will be used to determine which classes have the largest impact on the population dynamics.
