,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-93-011
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Loading and capacity effects on platform performance in extreme condition storm waves and earthquakes
3,Author:,"Bea, R. G."
4,,"Young, Carlton"
5,Publication Year :,1993
6,Source Citation:,"Paper presented at the 25th Annual Offshore Technology Conference, pp. 45-60, Houston, Texas, May 3-6, 1993."
7,# Pages / Video Length:,16
8,Publication Type:,reprints (not peer-reviewed)
9,Project #:,R/OE-19
10,Abstract:,"Dynamic-​transient loading effects from extreme storm waves and earthquakes can have important influences on the nonlinear ultimate limit state performance of fixed off-shore platforms. Recorded and synthetic storm wave and earthquake time histories have been used to develop loading time histories acting on template-type platforms having natural periods in the range of 1 to 5 sec. The interactions of these loading histories with the dynamic, nonlinear, hysteretic performance characteristics of idealized systems have been analyzed."
