,MetadataField,Metadata
0,NSGL Document #:,CUIMR-T-81-004
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,COASTAL ACCESS ANALYSIS IN CALIFORNIA: AN ASSESSMENT OF RECREATION TRANSPORTATION ANALYSIS IN COASTAL PLANNING
3,Author:,"BURKE, JAMES E"
4,Publication Year :,1981
5,# Pages / Video Length:,85
6,Publication Type:,technical reports/surveys​/patents
7,Program Report #:,UCB-​ITS-​RR-​81-​11
8,Project #:,R/NP-1-8H
9,Abstract:,"boat, marina, CALIFORNIA, RECREATION, TRANSPORTATION, COASTAL PLANNING"
