,MetadataField,Metadata
0,NSGL Document #:,CASG-G-10-012
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Prey selection of larval and juvenile planktivorous fish in the San Francisco estuary
3,Author:,"Sullivan, Lindsay J."
4,,"Johnson, Christina S."
5,Publication Year :,2010
6,# Pages / Video Length:,2
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Project #:,C/P-1
9,Abstract:,"This project examined the effects of the introduced Asian copepod Limnoithona tetraspina, the dominant zooplankton species in brackish waters of the San Francisco Estuary, on the diets of larval and juvenile delta smelt (Hypomesus transpacificus) and striped bass (Morone saxatilis)."
