,MetadataField,Metadata
0,NSGL Document #:,MOSSLM-T-72-005
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"A SHORT SURVEY OF THE ENVIRONMENT AT THE DUMPING SITE FOR SANTA CRUZ HARBOR DREDGING AND A STUDY OF SEAWARD DIPPING INTERNAL STRUCTURES IN MARINE RIPPLE MARKS AT WHALER'S COVE, CALIFORNIA ANNUAL REPORT, PART 4, AUGUST 1972"
3,Author:,"ARNAL, ROBERT EMILE"
4,,"LEOPOLD, LAWRENCE C"
5,Publication Year :,1972
6,# Pages / Video Length:,73
7,Publication Type:,technical reports/surveys​/patents
8,Program Report #:,MLML TPB# 72- 6 MLML CB# 31 CASUC-​MLML-​TP-​72-​06
9,Notes:,CONTAINS MOSSLM-J-72-001 - 002
