,MetadataField,Metadata
0,NSGL Document #:,CUIMR-Q-01-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California Sea Grant Program Directory 2001-2002
3,Author:,"Moll, Russell A. (Director)"
4,,"Wesson, Dolores M."
5,,"Gear, Marsha"
6,,"Dewees, Christopher M."
7,Publication Year :,2001
8,Publisher:,University of California Sea Grant College Program
9,# Pages / Video Length:,48
10,Publication Type:,"program reports (annual, progress, planning reports, etc)"
11,Program Report #:,Report No. R-047
12,Grant/Contract #:,NOAA Sea Grant No. NA06RG0142
13,Project #:,A/P-1
14,Abstract:,"Projects are selected on the basis of competitive, peer reviewed proposals and address a wide range of problems and opportunities. The following pages provide summaries of the new and continuing projects funded in 2001 by California Sea Grant."
