,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-83-010
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"SIDE-SCAN SONAR MAPPING AND COMPUTER-AIDED INTERPRETATION IN THE SANTA BARBARA CHANNEL, CALIFORNIA"
3,Author:,"LUYENDYK, BRUCE P"
4,,"HAJIC, EARL J"
5,,"SIMONETT, DAVID S"
6,Publication Year :,1983
7,Source Citation:,"MARINE GEOPHYSICAL RESEARCHES, 5( ):0365-0388, 1983"
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/E-18
10,Abstract:,MAPPING;CALIFOR​NIA;SIDE-​SCAN SONAR
