,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-00-034
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Effect of El Nino and La Nina on local invertebrate settlement in northern California
3,Author:,"Lundquist, Carolyn J."
4,,"Botsford, Louis W."
5,,"Diehl, Jennifer M."
6,,"Lee, Timothy"
7,,"Lockwood, Dale R."
8,,"Morgan, Lance E."
9,,"Pearson, Edmond L."
10,Publication Year :,2000
11,Source Citation:,"""CalCOFI Rep.,"" Volume 41, pp. 167-176, 2000."
12,# Pages / Video Length:,10
13,Publication Type:,reprints (peer-reviewed)
14,Project #:,R/F-169
15,Abstract:,"During the spring and summer upwelling season (April- August) of the El Nino and La Nina years 1997-99, researchers monitored settlement of juvenile crabs and sea urchins in northern California. They examined the relationships among wind-driven upwelling/relax​ation, temperature salinity, and the settlement response of sea urchins and cancrid and non-cancrid crabs."
