,MetadataField,Metadata
0,NSGL Document #:,CASG-V-09-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,7 years of shifting baselines (DVD)
3,Author:,California Sea Grant
4,,Southern California Sea Grant
5,,the Annenberg Foundation
6,,"Wildcoast, Costasalvaje"
7,,The Campbell Foundation
8,,Scripps Institution of Oceanography
9,,Surfrider Foundation
10,,The Ocean Conservancy
11,Publication Year :,2009
12,# Pages / Video Length:,57 minutes
13,Publication Type:,videos
14,URL:,http://www.shif​tingbaselines.o​rg/index.php
15,Abstract:,"This DVD contains video essays including ""Shifting Baselines in the: Tijuana Tide (5 min.); Surf (5 min.); Puget Sound (5 min.); and a 5 minute Pristine slideshow. Content events include: Roundtable (5 min.); Hollywood Ocean Night (5 min.); Rotten jellyfish awards (3 min.); comedy and SB Flix contest winners. P.S.A.'s include: ocean symphony (1 min.); tiny fish (1 min.); mercury poisoning (1 min.); overfishing of Pollock (1 min.); and C.O.O.L. room (1 min.). Short films on this DVD are as follows: Groundlings comedy films; Birds of a feather (3 min.); Empty oceans (1 min.); Rediagnosing the oceans (7 min.); Mark Dowie: Empowering the grass roots (7 min.); and Jellyfish and bacteria (1 min.)."
