,MetadataField,Metadata
0,NSGL Document #:,SCU-T-98-004
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,"Cultural diversity, cultural conflict and attitudes toward marine wildlife"
3,Author:,"Whitley, Lyndell Nelson"
4,,"Wolch, Jennifer R."
5,,"Salisch, Roger"
6,Publication Year :,1998
7,# Pages / Video Length:,42
8,Publication Type:,technical reports/surveys​/patents
9,Program Report #:,USCSG-TR-06-98
10,Abstract:,"A survey of 253 visitors to an urban museum was undertaken to explore attitudes toward marine wildlife and how such attitudes varied with cultural background. This paper summarizes a bivariate analysis of responses. Socio- demographic findings linked variables such as education and income levels to various attitudes, and these same variables were found to be linked to cultural groups. Cross-cultural conflicts over attitudes toward animals and suggestions for future research are discussed."
