,MetadataField,Metadata
0,NSGL Document #:,CUIMR-W-90-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"""Preservation of ageing marine structures."""
3,Author:,"Robert, Bea (coordinator)"
4,Publication Year :,1990
5,Source Citation:,"Conference notes from the California Sea Grant Symposium, Berkeley, California, August 13-14, 1990."
6,# Pages / Video Length:,36
7,Publication Type:,conference/work​shop proceedings
8,Program Report #:,P-T-5
9,Project #:,R/NP-1-19C
10,Abstract:,"A symposium was held to discuss the approaches, problems, and future development needs associated with rehabilitating and re-qualifying ageing marine structures. The symposium addressed port, coastal, offshore, and ship structures. This document summarizes key results developed from the presentations and discussions held, as well as the results from a questionnaire distributed to participants regarding future workshops and short courses."
