,MetadataField,Metadata
0,NSGL Document #:,CASG-N-06-009
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Ballast Exchange (Volume 6, Spring/Summer 2006): Newsletter of the West Coast Ballast Outreach Project"
3,Editor :,"Crosson, Holly"
4,,"Dobroski, Nicole"
5,,"Cassell, Jodi"
6,Publication Year :,2006
7,Publisher:,University of California Sea Grant Extension Program
8,# Pages / Video Length:,12
9,Publication Type:,periodicals
10,Grant/Contract #:,NA04OAR4170038
11,Project #:,A/EA-2
12,Notes:,Previous issues published and funded by the West Coast Ballast Outreach Project (WCBOP).
13,,Previous issues of this newsletter were under the Type Code: CUIMR; Changed to CASG
14,Abstract:,"In this issue: California's Marine Invasive Species Program, by M. B. Falkner; Vessel Fouling: New attention to an old NIS vector, by L. Takata; Ships' Sea Chests: An overlooked mechanism for species transfers, by A. Coutts; Styela clava Invades New Zealand, A. Coutts; The Clubbed Sea Squirt Styela clava in North America, by N. Dobroski; MatsonTests Ballast Water Treatment System Designed by Ecochlor on the ITB Maku Pahu, by N.Dobroski; Examining the potential for invaders to hitchhike on ships at the Aquatic Bioinvasion Research and Policy Institute (ABRPI), by I. Davidson; Invasive Seaweed threatens California's coastline in - An Update, by R. Woodfield. Keywords: Marine Invasive Species Program, vessel fouling, Styela clava, bioinvasion, invasive seaweed."
