,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-97-019
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Marine natural products as phospholipase A2 inhibitors
3,Author:,"Wylie, Bryan L."
4,,"Ernst, Nadia B."
5,,"Grace, Krista J. S."
6,,"Jacobs, Robert S."
7,Publication Year :,1997
8,Source Citation:,"""Basic and Clinical Aspects in Inflammatory Diseases,"" 24:146-152, 1997."
9,# Pages / Video Length:,7
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/MP-52
12,Abstract:,"At the University of California, Santa Barbara, a collaborative marine chemistry and pharmacology research program has evolved with the purpose of developing and extending knowledge on the pharmacological site and mechanism of action of novel marine products as antiinflammator​y agents. A similarity in many of these marine natural products studied thus far is that they can be classified as terpenes and alkaloids derived from the mevalonic acid, amino acid, or shikimic acid pathways. This paper briefly reviews the pharmacological properties of these important inhibitor compounds."
