,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-96-044
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Chloro polyketides from the cultured fungus (""Aspergillus"") separated from a marine sponge"
3,Author:,"Abrell, Leif M."
4,,"Borgeson, Bethel"
5,,"Crews, Phillip"
6,Publication Year :,1996
7,Source Citation:,"""Tetrahedron Letters,"" 37(14):2331-​2334, 1996."
8,# Pages / Video Length:,4
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/MP-63
11,Abstract:,"The salt water culture of an ""Aspergillus"" species separated from the Indo-Pacific sponge ""Jaspis cf. coriacea"" has yielded two new chlorine containing polyketides, chlorocarolide A (1a) and B (1b). These compounds have an overall structural analogy to carolic acid whose biosynthesis has been intensely studied. The structures and stereochemical features of the chlorocarolides are reported. Also noted are the similarities of their butyrolactones to those of the litsenolides and mahubenolides, both derived from plants."
