,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-90-045
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Effect of dietary lecithin in combination with casein or crab protein on cholesterol uptake and transport in the lobster ""Homarus americanus"""
3,Author:,"Baum, Nancy A."
4,,"Conklin, Douglas E."
5,,"Chang, Ernest S."
6,Publication Year :,1990
7,Source Citation:,"""Journal of the World Aquaculture Society,"" 21(4):277-287, December 1990."
8,# Pages / Video Length:,11
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/A-61
11,Abstract:,"Juvenile lobsters fed brine shrimp demonstrate excellent growth and survival. Lobsters fed casein-based purified diets containing lecithin evidence high survival and relatively good growth; however, if lecithin is lacking, survival rates decrease precipitously; deaths typically results from the inability to complete ecdysis successfully, a syndrome termed 'molt death.' Kean et al. (1985) found that the absence of dietary lecithin did not result in molt death if crab protein rather than casein was the primary dietary source of protein, suggesting that molt death is not exclusively linked to lecithin-​mediated cholesterol transport. This study investigated the effect of lecithin in combination with dietary casein or crab protein on levels of serum and lipoprotein cholesterol, labeled cholesterol distribution, apoprotein electrophoretic mobility, and fecal excretion of cholesterol in juvenile lobsters."
