,MetadataField,Metadata
0,NSGL Document #:,CUIMR-T-92-010
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California's Living Marine Resources and Their Utilization
3,Editor :,"Leet, William S."
4,,"Dewees, Christopher M."
5,,"Haugen, Charles W."
6,Publication Year :,1992
7,Publisher:,California Sea Grant Extension
8,# Pages / Video Length:,263
9,Publication Type:,technical reports/surveys​/patents
10,Program Report #:,UCSGEP-92-12
11,Grant/Contract #:,NA89AA-D-SG138
12,,NA90AA-H-SK124
13,Project #:,A/EA-1
14,Abstract:,"Originally prepared for the California legislature in 1971, CALIFORNIA'S LIVING MARINE RESOURCES AND THEIR UTILIZATION proved to be one of the most valuable general reference works available on California's economically important marine species. Over the years it has been widely used by fisheries researchers and managers, policymakers, enforcement officers, the fishing industry, and educators. Public concern with the environmental effects of increased pressures on marine resources has grown tremendously. Legislation concerning marine mammals, coastal and offshore development, pollution, and endangered species strongly affects marine resource management today. These changes suggest that this revised book is needed and perhaps overdue. Following each section, there is a short list of general references for further reading. Detailed fish and shellfish landings statistics are found in appendices."
