,MetadataField,Metadata
0,NSGL Document #:,SCU-Q-74-001
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,University of Southern California Sea Grant Annual Report 1972-1974
3,Author:,Ronald B. Linsky (Director)
4,Publication Year :,1974
5,Publisher:,Southern California Sea Grant
6,# Pages / Video Length:,54
7,Publication Type:,"program reports (annual, progress, planning reports, etc)"
8,Program Report #:,USC-SG-5-75 NOAA-75062401
9,Abstract:,"An annual report for the University of Southern California Sea Grant for the period of 1972-1974. Project areas include Coastal Zone Management, Coastal Engineering, Environmental Quality, Education and Training, and Advisory Services."
