,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-98-016
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Mitotic analysis of the North American white sturgeon, ""Acipenser transmontanus"" Richardson (Pisces, Acipenseridae), a fish with a very high chromosome number"
3,Author:,"Van Eenennaam, A. L."
4,,"Murray, J. D."
5,,"Medrano, J. F."
6,Publication Year :,1998
7,Source Citation:,"""Genome,"" 41:266-271, 1998."
8,# Pages / Video Length:,6
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/A-99
11,Abstract:,"In this study, the average chromosome number of the North American white sturgeon was found to be 271+/- 2.5. This number is significantly higher than previous estimates for this species. A representative karyotype was found to consist of 132 meta- and submeta-centric chromosomes, 44 acrocentric chromosomes, and 98 microchromosome​s. An improved C-banding technique revealed variation (2-7) between animals in the number of entirely heterochromatic metacentric chromosomes. These heterochromatic chromosomes may represent supernumerary chromosomes. There was no cytogenetic evidence of a heteromorphic sex chromosome pair or any sex-related chromosomal polymorphism in either sex of this species."
