,MetadataField,Metadata
0,NSGL Document #:,SCU-R-84-007
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,AFFORDABLE HOUSING IN CALIFORNIA'S COASTAL ZONE: A TALE OF STATE AUTHORITY VS. LOCAL AUTONOMY
3,Author:,"BRYANT, DONALD C JR"
4,,"EMMI, P C"
5,Publication Year :,1984
6,Source Citation:,"COASTAL ZONE MANAGEMENT JOURNAL, 12(04):0323-​0357, 1984"
7,Publication Type:,reprints (peer-reviewed)
8,Program Report #:,USCSG-R-02-85
9,Abstract:,COASTAL ZONE MANAGEMENT;LAND USE PLANNING;CALIFO​RNIA;E
