,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-02-016
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Fertilization in the sea: the chemical identity of an abalone sperm attractant
3,Author:,"Riffel, Jeffrey A."
4,,"Krug, Patrick J."
5,,"Zimmer, Richard K."
6,Publication Year :,2002
7,Source Citation:,"""The Journal of Experimental Biology,"" 205, 1439-1450, 2002."
8,# Pages / Video Length:,12
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/CZ-152
11,Abstract:,"Dissolved signal molecules that cause sperm to orient and accelerate toward an egg could play pivotal roles in fertilization success, but such compounds are largely undescribed. This investigation considered the behavioral responses of red abalone (""Haliotis rufescens"") sperm to soluble factors released into sea water by conspecific eggs. Bioassay-guided fractionation was employed to isolate a chemoattractant​, identified by nuclear magnetic resonance spectroscopy as L-tryptophan."
