,MetadataField,Metadata
0,NSGL Document #:,MASGC-G-06-007
1,Sea Grant Program/Affiliate:,Mississippi Alabama Sea Grant
2,Title:,California enacts Sustainable Oceans Act
3,Author:,National Sea Grant Law Center
4,Publication Year :,2006
5,# Pages / Video Length:,2
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Program Report #:,MASGP-06-021
8,Project #:,L-3
9,Abstract:,"On May 26, 2006, California became the first state to enact stringent environmental standards for marine finfish aquaculture. California's aquaculture industry currently brings in $83 million a year and is expect to grow as the demand for fish increases. The Sustainable Oceans Act, SB 201, requires the Department of Fish and Game (Department) to administer leases for marine finfish farming in state waters and mandates that the State Water Resources Control Board (Board) and regional water boards monitor water quality surrounding aquaculture operations."
