,MetadataField,Metadata
0,NSGL Document #:,MASGC-N-10-14a
1,Sea Grant Program/Affiliate:,Mississippi Alabama Sea Grant
2,Title:,"The SandBar (Volume 8, Number 4, January 2010): Legal Reporter for the National Sea Grant College Program"
3,Author:,"Proctor, Jonathan"
4,,"Showalter, Stephanie"
5,Editor :,"Bowling, Terra"
6,,"Roberson, Waurene"
7,Publication Year :,2010
8,Publisher:,University of Mississippi Sea Grant Law Center
9,# Pages / Video Length:,16
10,Publication Type:,periodicals
11,Program Report #:,MASGP-09-004-04
12,Grant/Contract #:,NOAA Sea Grant No. NA16RG2258
13,,NOAA Sea Grant No. NA06OAR4170078
14,Project #:,O-1
15,Notes:,"One issue published in 2010 under MASGC (MASGC-​N-​10-​014). For future issues, see NSGLC. The next issue is Document Number: NSGLC-N-10-02a"
16,Abstract:,The SandBar is a quarterly publication reporting on legal issues affecting the U.S. oceans and coasts. Its goal is to increase awareness and understanding of coastal problems and issues. Titles in this issue include: Climate Change: Public nuisance cases clear preliminary hurdles; Federal Legislative Update; A Line in the Sand: Court Limits Ohio's Public Trust Doctrine; California's Water Efficiency Standards: Ninth Circuit orders further review; Carp Crusade: Great Lakes States prepare to battle Asian carp; Construction of LNG Terminal proceeds: Court rejects Rhode Island's regulatory barriers.
