,MetadataField,Metadata
0,NSGL Document #:,SCU-W-85-001
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,Non-maritime port activities: a research agenda
3,Editor :,"Fawcett, James A."
4,,"Liffmann, Michael"
5,Publication Year :,1985
6,Source Citation:,"""Proceedings of a National Conference,"" Baton Rouge, Louisiana, May 16-18, 1985."
7,# Pages / Video Length:,40
8,Publication Type:,conference/work​shop proceedings
9,Program Report #:,USCSG-TR-03-85
10,Abstract:,"This report details the discussion topics and research recommendations of a 1985 conference which addressed non-maritime ports (those not primarily engaged in international trade) and non-maritime activities (commercial fishing, marine recreation, offshore oil and gas exploration and production) in maritime ports and harbors. The increasing use of modern container vessels and other technological advances have brought changes in the nature and extent of port facilities; the problems of port management and planning are discussed."
