,MetadataField,Metadata
0,NSGL Document #:,SCU-E-86-001
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,"""Wet and wild."" A multidisciplina​ry marine education teacher guide. Grades K-6, Unit IV: The biological ocean: Hello down there!"
3,Author:,"Bjur, Dorothy M."
4,,"Murphy, Richard C."
5,Publication Year :,1983
6,# Pages / Video Length:,151
7,Publication Type:,educational materials
8,Program Report #:,USCSG-ME-04-83
9,URL:,http://nsgl.gso​.uri.edu/scu/sc​ue86001/scue860​01index.html
10,Abstract:,"This unit of the ""Wet and Wild"" series (The Biological Ocean) has major sections on marine algae, seashore life, fish, marine mammals and mythology. It contains descriptive text and suggestions or guidelines for projects, puzzles, workbooks and other activities geared to elementary school. The second half of the book is a Spanish translation."
