,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-85-026
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Adenovirus-like particles associated with a disease of cultured white sturgeon, ""Acipenser transmontanus"""
3,Author:,"Hedrick, R. P."
4,,"Speas, J."
5,,"Kent, M. L."
6,,"McDowell, T."
7,Publication Year :,1985
8,Source Citation:,"""Canadian Journal of Fisheries and Aquatic Sciences,"" 42(7):1321-​1325, 1 985."
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/A-45
11,Abstract:,pathology
12,,"Juvenile white sturgeon suffering from a chronic mortality had enlarged nuclei, particularly in the epithelium of the straight intestine and spiral valve, which contained numerous virus particles with an average diameter of 74 nm. Although nuclear changes induced by the virus are similar to those described for certain members of the Herpesviridae, the virion morphology and absence of an envelope were more characteristic of the Adenoviridae. Attempts to isolate the virus were unsucessful. Nuclear enlargement indicating virus infection was, however, observed in juvenile sturgeon receiving intraperitoneal injections of homogenates of viscera from infected fish."
