,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-03-007
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Ocean fronts off the California coast: a new product based on imagery from the GOES-10 geostationary satellite
3,Author:,"Breaker, Larry"
4,Publication Year :,2003
5,Source Citation:,"""Wave,"" 10(1):6-7, 2003."
6,# Pages / Video Length:,2
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/CZ-181
9,Abstract:,"Ocean fronts occur where water masses with different physical properties meet. The physical, biological, chemical and optical properties can change dramatically across them. As a result, they are often easily seen aboard a ship. This news article explains the usefulness of the GOES-10 satellite, which is geostationary (as opposed to polar-​orbiting), in observing the ocean fronts off the California coast."
