,MetadataField,Metadata
0,NSGL Document #:,MASGC-G-08-011
1,Sea Grant Program/Affiliate:,Mississippi Alabama Sea Grant
2,Title:,Legal question re: state registration of aquaculture facilities in federal waters
3,Author:,"Showalter, Stephanie"
4,Publication Year :,2008
5,# Pages / Video Length:,6
6,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
7,Program Report #:,MASGP-08-007-11
8,Project #:,O-1
9,Abstract:,"A summary of research sent August 7, 2008 regarding questions posed by Paul Olin of the California Sea Grant Extension Program to the National Sea Grant Law Center about Hubbs- Sea World's Research Institute's (HSWRI) plans to farm striped bass in net-pens moored in federal waters."
