,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-89-067
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Assigning 13C-nmr resonances of natural products
3,Author:,"Hanke, Frederick J."
4,,"Kubo, Isao"
5,,"Naylor, Stephen"
6,Publication Year :,1989
7,Source Citation:,"""Journal of Natural Products,"" 52(6):1237-​1245, November/ December, 1989."
8,# Pages / Video Length:,9
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/MP-35
11,Abstract:,"DEPT and INEPT pulse sequences transfer the polarization of 1H nuclei to 13C nuclei in order to enhance the sensitivity of the 13C-nmr signal. Successful 13C signal enhancement using polarization transfer depends on various factors including the relaxation time of the 1H (sensitive) nuclei. The nuclear relaxation agent Gd(fod)3 is capable of selectively inducing nuclear relaxation of 1H nuclei to the point where they are no longer capable of transferring polarization to 13C nuclei. When this degree of nuclear relaxation is followed by observation of 13C nuclei using the DEPT or INEPT pulse sequences, 13C resonances, which are normally enhanced through polarization transfer, are nulled."
