,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-87-012
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Niphatynes, methoxylamine pyridines from the marine sponge, ""Niphates"" sp"
3,Author:,"Quinoa, Emilio"
4,,"Crews, Phillip"
5,Publication Year :,1987
6,Source Citation:,"""Tetrahedron Letters,"" 28(22):2467-​2468, 1987."
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/MP-41
9,Abstract:,"During recent studies of Fiji sponges, the authors repeatedly noticed that cytotoxic crude extracts afford unique natural products. This stimulated the investigation of an uncommon purple-blue sponge whose extract was toxic to P388 mouse leukemia at 25 ug/mL. Two monosubstituted pyridines were the novel components of this sponge and they are described in this paper."
