,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-91-049
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Field verification of acoustic doppler surface gravity wave measurements
3,Author:,"Herbers, T. H. C."
4,,"Lowe, R. L."
5,,"Guza, R. T."
6,Publication Year :,1991
7,Source Citation:,"""Journal of Geophysical Research,"" 96(C9):17023-​17035, September 15, 1991."
8,# Pages / Video Length:,13
9,Publication Type:,reprints (peer-reviewed)
10,Project #:,R/OE-4
11,Abstract:,"There have been several extensive studies which intercompared various compact directional wave measurement systems, including pitch-and-roll buoys, slope arrays, and PUV gauges with both electromagnetic (EM) and acoustic travel time (ATT) current meters. In this study a field verification is presented of an alternative compact measurement system, an acoustic Doppler current meter developed to measure horizontal orbital wave velocities. Acoustic Doppler velocity measurements have several advantages over conventional nearshore wave measurement systems. Unlike EM and ATT current meters, the AD sample volume is not in close proximity to the instrument itself. Hence, distortion of the measured flow field by the instrument is avoided, and in principle very accurate measurements, potentially useful for studies of weak nonlinear effects on surface waves, can be obtained."
