,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-96-058
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,On the selectivity of vanadium bromoperoxidase
3,Author:,"Butler, Alison"
4,,"Tschirret-Guth, Richard A."
5,Publication Year :,1996
6,Source Citation:,"""Mechanisms of Biohalogenation and Dehalogenation,​"" proceedings of the colloquium, D.B. Janssen, et al (eds.), pp. 55-68, Amsterdam, September 16-18, 1996."
7,Publisher:,Netherlands Academy of Arts & Sciences
8,# Pages / Video Length:,14
9,Publication Type:,reprints (not peer-reviewed)
10,Project #:,R/MP-53
11,Abstract:,"Haloperoxidases catalyze the oxidation of a halide (e.g., chloride, bromide or iodide) by hydrogen peroxide, which can result in halogenation of organic substrates, the production of dioxygen through subsequent oxidation of a second equivalent of hydrogen peroxide, or the production of hypohalous acid (i.e., HOCl), depending on the identity of the haloperoxidase. Vanadium bromoperoxidase has been isolated primarily from marine algae. Because of the abundance of halogenated reactions, the physiological role of V-BrPO is thought to be in the biosynthesis of the halogenated marine natural products. Vanadium bromoperoxidase does not release an oxidized bromine species (e.g. HOBr, Br2, Br-3) during turnover of certain indole derivatives, because these indoles bind to V- BrPO. The relative reactivity of V-BrPO toward other organic substrates, including substituted indole derivatives, was investigated along with consideration of the nature of the oxidized bromine intermediate as released from or trapped by V-BrPO."
