,MetadataField,Metadata
0,NSGL Document #:,CASG-I-08-003
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Ecoviz: Ecosystem Science and Visualization (website)
3,Author:,"Watson, Fred"
4,,"Lindholm, James"
5,Publication Year :,2008
6,# Pages / Video Length:,3
7,Publication Type:,"web/blog sites (topical), other web-based resources"
8,URL:,http://ecoviz.c​sumb.edu/home/
9,Abstract:,"EcoViz is a group of projects developing ecosystem science visualization products for research, education, and management applications. Our goal is to research and develop landscape-scale visualization as a means to enhance linkages between complex scientific research data sets, decision makers, and the general public. We work as much as possible with real data and imagery, augmented where necessary with models, relying as little as possible on artificial proxy."
