,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-89-041
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Complex envelope of surface gravity waves
3,Author:,"Sobey, Rodney J."
4,,"Liang, Han-Bin"
5,Publication Year :,1989
6,Source Citation:,"""Journal of Waterway, Port, Coastal, and Ocean Engineering,"" 115(5):681-700, September 1989."
7,Publication Type:,reprints (peer-reviewed)
8,Project #:,R/CZ-70
9,Abstract:,"The complex envelope function is presented as the natural analysis technique for wave records where the identification of wave groups is a dominant interest. Algorithms have been developed and confirmed for separation of the complex envelope function, estimation of the dominant frequency, and unwrapping of the phase function. Cross-​correlograms and coherence spectra reveal a link between the envelope amplitude and phase traces that appears to be an intrinsic signature of wave groups. Nevertheless, the majority of the information in typical wave records can be categorized as linear and random, confirming the relative success of the Gaussian random wave model."
