,MetadataField,Metadata
0,NSGL Document #:,CUIMR-I-02-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Compendium of fish and fishery product processes, hazards, and controls"
3,Author:,"Price, Robert J."
4,,"Tom, Pamela D."
5,Publication Year :,2002
6,# Pages / Video Length:,3
7,Publication Type:,"web/blog sites (topical), other web-based resources"
8,URL:,http://seafood.​ucdavis.edu/hac​cp/compendium/c​ompend.htm
9,Abstract:,"This document, available on the web, is designed as a companion to the FDA's ""Fish and Fishery Products Hazards and Controls Guide"" and the Seafood HACCP Alliance's training curriculum, also available on the web. Highly specific chapters are organized under the broader headings of (1) Seafood Processes and Controls, and (2) Biological, (3) Chemical, and (4) Physical Hazards and Controls."
