,MetadataField,Metadata
0,NSGL Document #:,GLSGN-E-10-001
1,Sea Grant Program/Affiliate:,Great Lakes Sea Grant Network
2,Title:,Great Lakes literacy: essential principles and fundamental concepts for Great Lakes learning
3,Author:,"Fortner, Rosanne"
4,,"Manzo, Lyndsey"
5,Publication Year :,2010
6,# Pages / Video Length:,4
7,Publication Type:,educational materials
8,Program Report #:,OHSU-B-090
9,Project #:,M/P-2
10,Notes:,"Sponsored by NSF, Great Lakes Sea Grant Network, COSEE Great Lakes, COSEE California"
11,,Same as OHSU-E-10-001; updated versions OHSU-​E-​13-​013/GLSGN-​E-​13-​001
