,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-90-063
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Is basic research on salmon endocrinology relevant to improving the fishery?
3,Author:,"Bern, Howard A."
4,Publication Year :,1990
5,Source Citation:,"""Proceedings of the 1990 Northeast Pacific Chinook and Coho Salmon Workshop,"" Thomas J. Hassler, ed., pp. 234-236, Arcata, California, September 18-22, 1990."
6,# Pages / Video Length:,3
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/F-117
9,Abstract:,"The answer to the question, posed in the title, 'Is basic research on salmon endocrinology relevant to improving the fishery?,' is a resounding 'yes.' This brief commentary aims at giving some examples of the nature of the contribution, actual and potential, of basic neuroendocrinol​ogical research to salmon hatchery practice and aquaculture."
