,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-88-061
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Elevated growth hormone levels in stunted Atlantic salmon, ""Salmo salar"""
3,Author:,"Bjornsson, Bjorn Th."
4,,"Ogasawara, Tsuyoshi"
5,,"Hirano, Tetsuya"
6,,"Bolton, Jonathan P."
7,,"Bern, Howard A."
8,Publication Year :,1988
9,Source Citation:,"""Aquaculture,"" 73:275-281, 1988."
10,Publication Type:,reprints (peer-reviewed)
11,Project #:,R/F-101
12,Abstract:,"Seawater transfer of Atlantic salmon (""Salmo salar"") in an early stage of smoltification caused cessation of growth, loss of appetite and eventual death. The fish had high plasma growth hormone levels and decreased plasma thyroxine levels indicating that this abnormal development is similar to stunting of coho salmon following premature transfer. However, the Atlantic salmon also showed severe impairment of hypoosmoregulat​ory ability, not observed in coho stunts. Atlantic salmon stunts transferred back into fresh water resumed feeding and growth, indicating that stunting is a reversible process caused by exposure of fish to high environmental salinity at an inappropriate stage of development."
