,MetadataField,Metadata
0,NSGL Document #:,MASGC-N-06-14b
1,Sea Grant Program/Affiliate:,Mississippi Alabama Sea Grant
2,Title:,"The Sandbar (Volume 5:1, April 2006): Legal Reporter for the National Sea Grant College Program"
3,Editor :,"Showalter, Stephanie"
4,,"Roberson, Waurene"
5,Publication Year :,2006
6,Publisher:,University of Mississippi Sea Grant Law Center
7,# Pages / Video Length:,24
8,Publication Type:,periodicals
9,Program Report #:,MASGP-06-008-01
10,Grant/Contract #:,NOAA Sea Grant No. NA16RG2258
11,Project #:,L-3
12,Notes:,Four issues published in 2006 (MASGC-​N-​06-​014)
13,Abstract:,"The SandBar is a quarterly publication reporting on legal issues affecting the U.S. oceans and coasts. Its goal is to increase awareness and understanding of coastal problems and issues. The following titles are inside this periodical: 1. Bottled water dispute boils over. E. Plett-Miyake, pp. 1, 16-17. 2. California court trashes plan to reduce litter in the Los Angeles River. J. Farrell, pp. 1, 14-15. 3. Knauss Program accepts three law students. P. 2-3. 4. First Circuit finds CWA jurisdiction over cranberry farm. J. Lew, S. Showalter, pp. 4-5. 5. ""Titanic"" not subject to the Law of Finds. M. Cameron, pp. 6-7. 6. Third Circuit untangles complicated shipping dispute. J. Clemons, pp. 8-9. 7. Disposal site selection is a discretionary function. B. Hinricksen, pp. 10-11. 8. Florida Sea Grant and University of Florida Law School partner to support public access policy initiatives. G. Watson and T.T. Ankersen, pp. 12-15. 9. Seattle cannot impose additional safety standards for hazardous pipeline. T. Bowling, pp. 18-19. 10. Alaska has jurisdiction over crime committed in Canadian waters. L. Lancaster, pp. 20-21. 11. Ninth Circuit dismisses challenge to reopening of swordfish fishery. J. Schiffman, p. 22."
