,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-87-007
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"Parasites of Dover sole, ""Microstomus pacificus"" (Lockington), from northern California"
3,Author:,"Hendrickson, Gary L."
4,,"Yindeepol, Wipawan"
5,Publication Year :,1987
6,Source Citation:,"""Proceedings of the Helminthologica​l Society of Washington,"" 54(1):111-114, 1987."
7,Publication Type:,reprints (not peer-reviewed)
8,Project #:,R/F-89
9,Abstract:,"A total of 232 Dover sole (""Microstomus pacificus"") from northern California were examined for parasites. Of these, 226 (97.4%) were infected with at least one kind of parasite. Seventeen species of parasites were recovered. Dover sole are new host records for 11 parasite taxa; 4 others are reported for the first time from California waters."
