,MetadataField,Metadata
0,NSGL Document #:,CASG-Q-19-002
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,California Sea Grant State Fellowship By the Numbers
3,Publication Year :,2019
4,Publisher:,University of California Sea Grant College Program
5,# Pages / Video Length:,1
6,Publication Type:,"program reports (annual, progress, planning reports, etc)"
7,Program Report #:,CASG-20-02
8,Grant/Contract #:,NOAA Sea Grant No. NA18OAR4170073
9,Project #:,C/P-18
10,Abstract:,The California Sea Grant State Fellows program provides on-the-job training in marine and coastal policy and management in California.
