,MetadataField,Metadata
0,NSGL Document #:,CUIMR-W-86-001
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,"""Rockfish: a focus for research?"""
3,Editor :,"Amidei, Rosemary"
4,Publication Year :,1986
5,Source Citation:,"Proceedings of a California Sea Grant Workshop, Davis, California, April 4, 1986."
6,# Pages / Video Length:,71
7,Publication Type:,conference/work​shop proceedings
8,Program Report #:,T-CSGCP-015
9,Project #:,A/P-1
10,Abstract:,"Rockfish represent one of the most important groups of species to commercial and recreational fishermen in California and the Pacific Northwest, but there is a lack of the basic knowledge needed to utilize and manage this important fishery, which faces serious problems relating to gear conflict and increased fishing pressure. A meeting was sponsored by California Sea Grant in April 1986 to examine whether this fishery should be the target of a concerted research effort by university, state, and federal scientists. Participants included representatives from government, industry, fishermen's groups, and academic research programs. The publication includes an overview of the fishery and an extensive bibliography."
