,MetadataField,Metadata
0,NSGL Document #:,FLSGP-R-96-019
1,Sea Grant Program/Affiliate:,Florida Sea Grant
2,Title:,Development of techniques for in vitro production of bioactive natural products from marine sponges
3,Author:,"Pomponi, Shirley A."
4,,"Willoughby, Robin"
5,,"Kaighn, M. Edward"
6,,"Wright, Amy E."
7,Publication Year :,1996
8,Source Citation:,"""1996 World Congress on ""in Vitro"" Biology,"" proceedings, San Francisco, California, pp. 231-237, June 22-27, 1996."
9,# Pages / Video Length:,7
10,Publication Type:,reprints (not peer-reviewed)
11,Project #:,R/LR-MB-1
