,MetadataField,Metadata
0,NSGL Document #:,CUIMR-R-90-048
1,Sea Grant Program/Affiliate:,California Sea Grant
2,Title:,Recommendations for research needed to better understand the age and growth of elasmobranchs
3,Author:,"Cailliet, Gregor M."
4,,"Tanaka, Sho"
5,Publication Year :,1990
6,Source Citation:,"""Elasmobranchs as Living Resources: Advances in the Biology, Ecology, Systematics, and the Status of the Fisheries,"" H.L. Pratt, et al (eds.), pp. 505-507, 1990."
7,# Pages / Video Length:,3
8,Publication Type:,reprints (peer-reviewed)
9,Project #:,R/F-81
10,Abstract:,"This brief report lists specific recommendations for future studies of elasmobranch age and growth. Factors suggested for incorporation in these studies are greater precision and accuracy in age estimates and new growth algorithms; larger size and range in samples; cross-​comparison in growth studies and allowance for individual variations; use of tagging studies; new techniques for age determination, such as using lipofusion as an indicator; studies of calcification physiology; and the use of computer-aided image analysis, electron microprobes, and radiometric and stable isotope dating techniques."
